DESCRIPTOR_NAME,Owner,NAMESPACE,CODE_VALUE,SHORT_DESCRIPTION,DESCRIPTION
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Individual Support 1:1 - Out GE,Individual Support 1:1 - Out GE,Individual Support 1:1 - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Individual Therapy - Out GE,Individual Therapy - Out GE,Individual Therapy - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Instruction Support Program - Out GE,Instruction Support Program - Out GE,Instruction Support Program - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,"Instruction, behavior, communication - Out GE","Instruction, behavior, communication - Out GE","Instruction, behavior, communication - Out GE"
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Instructional Support - In GE,Instructional Support - In GE,Instructional Support - In GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Instructional Support - Out GE,Instructional Support - Out GE,Instructional Support - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Integrated Counseling and  Academics - Out GE,Integrated Counseling and  Academics - Out GE,Integrated Counseling and  Academics - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Integrated Counseling and Academics  Extended Scho,Integrated Counseling and Academics  Extended School Year - Out GE,Integrated Counseling and Academics  Extended School Year - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Integrated Counseling and Academics - Extended Sch,Integrated Counseling and Academics - Extended School Year - Out GE,Integrated Counseling and Academics - Extended School Year - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Integrated Counseling and Academics - Out GE,Integrated Counseling and Academics - Out GE,Integrated Counseling and Academics - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Integrated Counseling and Academics Extended Scho,Integrated Counseling and Academics Extended School Year - Out GE,Integrated Counseling and Academics Extended School Year - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Language & Communication - ESY - Out GE,Language & Communication - ESY - Out GE,Language & Communication - ESY - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Language &amp; Communication - ESY - Out GE,Language &amp; Communication - ESY - Out GE,Language &amp; Communication - ESY - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Language - Out GE,Language - Out GE,Language - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Language Arts - In GE,Language Arts - In GE,Language Arts - In GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Language Arts - Out GE,Language Arts - Out GE,Language Arts - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Language Arts/Literacy - In GE,Language Arts/Literacy - In GE,Language Arts/Literacy - In GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Language Arts/Literacy - Out GE,Language Arts/Literacy - Out GE,Language Arts/Literacy - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,LanguageArts/Literacy - Out GE,LanguageArts/Literacy - Out GE,LanguageArts/Literacy - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Leisure Skills - Out GE,Leisure Skills - Out GE,Leisure Skills - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Leisure and Recreation - Out GE,Leisure and Recreation - Out GE,Leisure and Recreation - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Life Skills - Out GE,Life Skills - Out GE,Life Skills - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Life Skills Academic - Out GE,Life Skills Academic - Out GE,Life Skills Academic - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Life and Community - Out GE,Life and Community - Out GE,Life and Community - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Lit/LA - Out GE,Lit/LA - Out GE,Lit/LA - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Lit/Lang Arts - Out GE,Lit/Lang Arts - Out GE,Lit/Lang Arts - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Lit/Lang Arts Special - Out GE,Lit/Lang Arts Special - Out GE,Lit/Lang Arts Special - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Lit/Language Arts - Out GE,Lit/Language Arts - Out GE,Lit/Language Arts - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Literacy - Out GE,Literacy - Out GE,Literacy - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Literacy Skills - Out GE,Literacy Skills - Out GE,Literacy Skills - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Literature/Lang Arts - Out GE,Literature/Lang Arts - Out GE,Literature/Lang Arts - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Literature/Language Arts - Out GE,Literature/Language Arts - Out GE,Literature/Language Arts - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Living Skills - Daily - In GE,Living Skills - Daily - In GE,Living Skills - Daily - In GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Living Skills - Daily - Out GE,Living Skills - Daily - Out GE,Living Skills - Daily - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Math (Indiv. or Small Group) - Out GE,Math (Indiv. or Small Group) - Out GE,Math (Indiv. or Small Group) - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Math - In GE,Math - In GE,Math - In GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Math - Out GE,Math - Out GE,Math - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Math Skills - In GE,Math Skills - In GE,Math Skills - In GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Math Skills - Out GE,Math Skills - Out GE,Math Skills - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Math Support - Out GE,Math Support - Out GE,Math Support - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Math Tutorial - Out GE,Math Tutorial - Out GE,Math Tutorial - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,"Math, ELA , Social Behavior - Out GE","Math, ELA , Social Behavior - Out GE","Math, ELA , Social Behavior - Out GE"
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,"Math, Social Behavior and Communication - Out GE","Math, Social Behavior and Communication - Out GE","Math, Social Behavior and Communication - Out GE"
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,"Math,Social Behavior and Communication - Out GE","Math,Social Behavior and Communication - Out GE","Math,Social Behavior and Communication - Out GE"
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,"Math,Social Behavior, and Communication - Out GE","Math,Social Behavior, and Communication - Out GE","Math,Social Behavior, and Communication - Out GE"
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Mathematic - Out GE,Mathematic - Out GE,Mathematic - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Mathematics (general) - In GE,Mathematics (general) - In GE,Mathematics (general) - In GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Mathematics (general) - Out GE,Mathematics (general) - Out GE,Mathematics (general) - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Mathematics - In GE,Mathematics - In GE,Mathematics - In GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Mathematics - Out GE,Mathematics - Out GE,Mathematics - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Mathematics Skill - Out GE,Mathematics Skill - Out GE,Mathematics Skill - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,"Mathematics,

Communication, Social

Behavior - Ou","Mathematics,

Communication, Social

Behavior - Out GE","Mathematics,

Communication, Social

Behavior - Out GE"
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,"Mathematics,  Communication, Social  Behavior - Ou","Mathematics,  Communication, Social  Behavior - Out GE","Mathematics,  Communication, Social  Behavior - Out GE"
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,"Mathematics, Social Behavior and Communication - O","Mathematics, Social Behavior and Communication - Out GE","Mathematics, Social Behavior and Communication - Out GE"
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,"Mathematics,Communication, Social Behavior - Ou","Mathematics, Communication, Social Behavior - Out GE","Mathematics, Communication, Social Behavior - Out GE"
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Medication Management - Out GE,Medication Management - Out GE,Medication Management - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Milieu Social Emotional/ Behavioral Support - Out ,Milieu Social Emotional/ Behavioral Support - Out GE,Milieu Social Emotional/ Behavioral Support - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,"Milieu Social Skills Break, Lunch - Out GE","Milieu Social Skills Break, Lunch - Out GE","Milieu Social Skills Break, Lunch - Out GE"
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Milieu Therapy - Out GE,Milieu Therapy - Out GE,Milieu Therapy - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,"Milieu-Academic Regroup, Class Transitions - Out G","Milieu-Academic Regroup, Class Transitions - Out GE","Milieu-Academic Regroup, Class Transitions - Out GE"
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Motor Skills - In GE,Motor Skills - In GE,Motor Skills - In GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Motor Skills - Out GE,Motor Skills - Out GE,Motor Skills - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,"Motor Skills,

Communication, Social

Behavior - O","Motor Skills,

Communication, Social

Behavior - Out GE","Motor Skills,

Communication, Social

Behavior - Out GE"
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,"Motor Skills,  Communication, Social  Behavior - O","Motor Skills,  Communication, Social  Behavior - Out GE","Motor Skills,  Communication, Social  Behavior - Out GE"
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,"Motor Skills, Communication, Social Behavior - O","Motor Skills, Communication, Social Behavior - Out GE","Motor Skills, Communication, Social Behavior - Out GE"
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Music - Fine/Oral Motor/Sensory Integration - Out ,Music - Fine/Oral Motor/Sensory Integration - Out GE,Music - Fine/Oral Motor/Sensory Integration - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Music - Oral Motor/ Sensory Integration - Out GE,Music - Oral Motor/ Sensory Integration - Out GE,Music - Oral Motor/ Sensory Integration - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Music Therapy - Out GE,Music Therapy - Out GE,Music Therapy - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,"Music- Fine/Oral

Motor/Sensory

Integration - Out","Music- Fine/Oral

Motor/Sensory

Integration - Out GE","Music- Fine/Oral

Motor/Sensory

Integration - Out GE"
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Music- Fine/Oral  Motor/Sensory  Integration - Out,Music- Fine/Oral  Motor/Sensory  Integration - Out GE,Music- Fine/Oral  Motor/Sensory  Integration - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Music- Fine/Oral Motor/Sensory Integration - Out,Music- Fine/Oral Motor/Sensory Integration - Out GE,Music- Fine/Oral Motor/Sensory Integration - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Music- Oral Motor/Sensory  Integration - Out GE,Music- Oral Motor/Sensory  Integration - Out GE,Music- Oral Motor/Sensory  Integration - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Music- Oral Motor/Sensory Integration - Out GE,Music- Oral Motor/Sensory Integration - Out GE,Music- Oral Motor/Sensory Integration - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Music-Fine Oral Motor/Sensory Integration - Out GE,Music-Fine Oral Motor/Sensory Integration - Out GE,Music-Fine Oral Motor/Sensory Integration - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,"Music-Fine/Oral

Motor/Sensory

Integration - Out ","Music-Fine/Oral

Motor/Sensory

Integration - Out GE","Music-Fine/Oral

Motor/Sensory

Integration - Out GE"
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Music/Fine Oral Motor/Sensory Integration - Out GE,Music/Fine Oral Motor/Sensory Integration - Out GE,Music/Fine Oral Motor/Sensory Integration - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Non Academic Support - In GE,Non Academic Support - In GE,Non Academic Support - In GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,NonAcademic Support - In GE,NonAcademic Support - In GE,NonAcademic Support - In GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Nursing Import - Out GE,Nursing Import - Out GE,Nursing Import - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Nursing Services - In GE,Nursing Services - In GE,Nursing Services - In GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Nursing Services - Out GE,Nursing Services - Out GE,Nursing Services - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,OT - Out GE,OT - Out GE,OT - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Occupation Therapy - Out GE,Occupation Therapy - Out GE,Occupation Therapy - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Occupational Therapy (Group) - Out GE,Occupational Therapy (Group) - Out GE,Occupational Therapy (Group) - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Occupational Therapy (Individual or Dyad) - Out GE,Occupational Therapy (Individual or Dyad) - Out GE,Occupational Therapy (Individual or Dyad) - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Occupational Therapy - In GE,Occupational Therapy - In GE,Occupational Therapy - In GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Occupational Therapy - Out GE,Occupational Therapy - Out GE,Occupational Therapy - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Occupational Therapy Group - Out GE,Occupational Therapy Group - Out GE,Occupational Therapy Group - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Occupational Therapy Individual - Out GE,Occupational Therapy Individual - Out GE,Occupational Therapy Individual - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Occupational Therapy/Sensory Motor Group - Out GE,Occupational Therapy/Sensory Motor Group - Out GE,Occupational Therapy/Sensory Motor Group - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Oral Expression - Out GE,Oral Expression - Out GE,Oral Expression - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Oral Expression/Literature - Out GE,Oral Expression/Literature - Out GE,Oral Expression/Literature - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Organizational Strategies - In GE,Organizational Strategies - In GE,Organizational Strategies - In GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Organizational Strategies - Out GE,Organizational Strategies - Out GE,Organizational Strategies - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Orientation and Mobility - Out GE,Orientation and Mobility - Out GE,Orientation and Mobility - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Other:  Phys Ed/Motor Skills Social Behavior and C,Other:  Phys Ed/Motor Skills Social Behavior and Communication - Out GE,Other:  Phys Ed/Motor Skills Social Behavior and Communication - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,"Other: Self Help, Social Behavior and Communicatio","Other: Self Help, Social Behavior and Communication - Out GE","Other: Self Help, Social Behavior and Communication - Out GE"
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,"Other: Self-Help, Social Behavior and Communicatio","Other: Self-Help, Social Behavior and Communication - Out GE","Other: Self-Help, Social Behavior and Communication - Out GE"
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,PE - Gross Motor/ Sensory Integration - Out GE,PE - Gross Motor/ Sensory Integration - Out GE,PE - Gross Motor/ Sensory Integration - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,PE - Gross Motor/Sensory Integration - Out GE,PE - Gross Motor/Sensory Integration - Out GE,PE - Gross Motor/Sensory Integration - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,"PE- Gross

Motor/Sensory

Integration - Out GE","PE- Gross

Motor/Sensory

Integration - Out GE","PE- Gross

Motor/Sensory

Integration - Out GE"
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,PE- Gross  Motor/Sensory  Integration - Out GE,PE- Gross  Motor/Sensory  Integration - Out GE,PE- Gross  Motor/Sensory  Integration - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,PE- Gross Motor/Sensory  Integration - Out GE,PE- Gross Motor/Sensory  Integration - Out GE,PE- Gross Motor/Sensory  Integration - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,PE- Gross Motor/Sensory Integration - Out GE,PE- Gross Motor/Sensory Integration - Out GE,PE- Gross Motor/Sensory Integration - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,PE-Gross Motor/Sensory Integration - Out GE,PE-Gross Motor/Sensory Integration - Out GE,PE-Gross Motor/Sensory Integration - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,PE/Gross Motor/Sensory Integration - Out GE,PE/Gross Motor/Sensory Integration - Out GE,PE/Gross Motor/Sensory Integration - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,PSP Counseling - Out GE,PSP Counseling - Out GE,PSP Counseling - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,PT - Out GE,PT - Out GE,PT - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Perceptual Skills - Out GE,Perceptual Skills - Out GE,Perceptual Skills - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Phys Ed - Out GE,Phys Ed - Out GE,Phys Ed - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,"Phys Ed, Communication, and Social Behavior - Out ","Phys Ed, Communication, and Social Behavior - Out GE","Phys Ed, Communication, and Social Behavior - Out GE"
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Phys Ed/Motor Skills - Out GE,Phys Ed/Motor Skills - Out GE,Phys Ed/Motor Skills - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,"Phys Ed/Motor Skills, Social Behavior and Communic","Phys Ed/Motor Skills, Social Behavior and Communication - Out GE","Phys Ed/Motor Skills, Social Behavior and Communication - Out GE"
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,"Physical Ed/Motor Skills, Social Behavior and Comm","Physical Ed/Motor Skills, Social Behavior and Communication - Out GE","Physical Ed/Motor Skills, Social Behavior and Communication - Out GE"
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Physical Therapy - In GE,Physical Therapy - In GE,Physical Therapy - In GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Physical Therapy - Out GE,Physical Therapy - Out GE,Physical Therapy - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Physical Therapy/Sensory Motor Group - Out GE,Physical Therapy/Sensory Motor Group - Out GE,Physical Therapy/Sensory Motor Group - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Physical and Occupational  Therapy (co-treat) - Ou,Physical and Occupational  Therapy (co-treat) - Out GE,Physical and Occupational  Therapy (co-treat) - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Post Secondary Planning - Out GE,Post Secondary Planning - Out GE,Post Secondary Planning - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Post-Secondary Prevocational Skills - Out GE,Post-Secondary Prevocational Skills - Out GE,Post-Secondary Prevocational Skills - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Post-Secondary/Pre-Vocational Skills - Out GE,Post-Secondary/Pre-Vocational Skills - Out GE,Post-Secondary/Pre-Vocational Skills - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Pragmatic - Out GE,Pragmatic - Out GE,Pragmatic - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Pragmatic Skills - Out GE,Pragmatic Skills - Out GE,Pragmatic Skills - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,"Pragmatic, Receptive and

Receptive Language Skill","Pragmatic, Receptive and

Receptive Language Skills - Out GE","Pragmatic, Receptive and

Receptive Language Skills - Out GE"
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,"Pragmatic, Receptive and  Receptive Language Skill","Pragmatic, Receptive and  Receptive Language Skills - Out GE","Pragmatic, Receptive and  Receptive Language Skills - Out GE"
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Pragmatics - Out GE,Pragmatics - Out GE,Pragmatics - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Pre-Employment - Out GE,Pre-Employment - Out GE,Pre-Employment - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,"Pre-Independent Living

Skills - Out GE","Pre-Independent Living

Skills - Out GE","Pre-Independent Living

Skills - Out GE"
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Pre-Independent Living  Skills - Out GE,Pre-Independent Living  Skills - Out GE,Pre-Independent Living  Skills - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Pre-Independent Living Skills - Out GE,Pre-Independent Living Skills - Out GE,Pre-Independent Living Skills - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Pre-Literacy - Out GE,Pre-Literacy - Out GE,Pre-Literacy - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Pre-Vocational Skills - Out GE,Pre-Vocational Skills - Out GE,Pre-Vocational Skills - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Pre-Vocational/Domestic Skills - Out GE,Pre-Vocational/Domestic Skills - Out GE,Pre-Vocational/Domestic Skills - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Pre-Writing Skills - Out GE,Pre-Writing Skills - Out GE,Pre-Writing Skills - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Pre-vocational - Out GE,Pre-vocational - Out GE,Pre-vocational - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Preacademics - Out GE,Preacademics - Out GE,Preacademics - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Preschool Special Education - In GE,Preschool Special Education - In GE,Preschool Special Education - In GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Preschool Special Education - Out GE,Preschool Special Education - Out GE,Preschool Special Education - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Problem Solving - Out GE,Problem Solving - Out GE,Problem Solving - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Psychiatric Consultation - Out GE,Psychiatric Consultation - Out GE,Psychiatric Consultation - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Psycho-ed skills groups - Out GE,Psycho-ed skills groups - Out GE,Psycho-ed skills groups - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Psychological Services - In GE,Psychological Services - In GE,Psychological Services - In GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Psychological Services - Out GE,Psychological Services - Out GE,Psychological Services - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,Psychotherapy - Out GE,Psychotherapy - Out GE,Psychotherapy - Out GE
special_education_program_service_descriptors,bps,uri://mybps.org/SpecialEducationProgramServiceDescriptor,READING skills - Out GE,READING skills - Out GE,READING skills - Out GE
